file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
/home/leticiafraga/LAB/qualidade-sistemas-java/./repos/Apktool/brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/value/ResColorValue.java,brut.androlib.res.data.value.ResColorValue,"ResColorValue/2[int,java.lang.String]",true,20,0,1,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,false
/home/leticiafraga/LAB/qualidade-sistemas-java/./repos/Apktool/brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/value/ResColorValue.java,brut.androlib.res.data.value.ResColorValue,encodeAsResXml/0,false,25,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,false
/home/leticiafraga/LAB/qualidade-sistemas-java/./repos/Apktool/brut.j.dir/src/main/java/brut/directory/PathAlreadyExists.java,brut.directory.PathAlreadyExists,PathAlreadyExists/0,true,20,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,false
/home/leticiafraga/LAB/qualidade-sistemas-java/./repos/Apktool/brut.j.dir/src/main/java/brut/directory/PathAlreadyExists.java,brut.directory.PathAlreadyExists,PathAlreadyExists/1[java.lang.Throwable],true,23,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/leticiafraga/LAB/qualidade-sistemas-java/./repos/Apktool/brut.j.dir/src/main/java/brut/directory/PathAlreadyExists.java,brut.directory.PathAlreadyExists,"PathAlreadyExists/2[java.lang.String,java.lang.Throwable]",true,31,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,false
/home/leticiafraga/LAB/qualidade-sistemas-java/./repos/Apktool/brut.j.dir/src/main/java/brut/directory/PathAlreadyExists.java,brut.directory.PathAlreadyExists,PathAlreadyExists/1[java.lang.String],true,27,0,1,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,false
/home/leticiafraga/LAB/qualidade-sistemas-java/./repos/Apktool/brut.apktool/apktool-lib/src/test/java/brut/androlib/aapt1/DefaultBaksmaliVariableTest.java,brut.androlib.aapt1.DefaultBaksmaliVariableTest,beforeClass/0,false,37,8,9,0,9,1,6,15,0,3,0,6,0,0,0,0,0,0,7,0,7,0,0,0,0,0,21,9,3,false
/home/leticiafraga/LAB/qualidade-sistemas-java/./repos/Apktool/brut.apktool/apktool-lib/src/test/java/brut/androlib/aapt1/DefaultBaksmaliVariableTest.java,brut.androlib.aapt1.DefaultBaksmaliVariableTest,confirmBaksmaliParamsAreTheSame/0,false,61,3,1,0,1,1,4,6,0,3,0,4,0,0,0,0,0,0,50,0,3,2,0,0,0,0,38,1,0,false
/home/leticiafraga/LAB/qualidade-sistemas-java/./repos/Apktool/brut.apktool/apktool-lib/src/test/java/brut/androlib/aapt1/DefaultBaksmaliVariableTest.java,brut.androlib.aapt1.DefaultBaksmaliVariableTest,afterClass/0,false,56,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,false
/home/leticiafraga/LAB/qualidade-sistemas-java/./repos/Apktool/brut.apktool/apktool-lib/src/main/java/brut/androlib/res/data/value/ResStringValue.java,brut.androlib.res.data.value.ResStringValue,encodeAsResXmlItemValue/0,false,42,1,2,0,2,1,2,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,false
